ProductKey,ProductCode,ProductName,Category,Subcategory,Color,Size,Brand,UnitCost,UnitPriceBase,SupplierID,SupplierName,MinStock,LeadTimeDays
673,TOY-0673,کلاه جشن تولد صورتی بزرگ,مهمانی و بادکنک,ظروف یکبارمصرف,صورتی,بزرگ,شادی,982344,1738748,7,آریا اسباب‌بازی,13,29
674,TOY-0674,دوچرخه کودک چندرنگ متوسط,بازی در فضای باز,استخر بادی,چندرنگ,متوسط,پیکولو,639390,1099750,4,کیان تویز,23,17
675,TOY-0675,لگو آتش‌نشانی نارنجی خانواده,لگو و ساختنی,پازل سه‌بعدی,نارنجی,خانواده,زرافه,466346,713509,4,کیان تویز,40,10
676,TOY-0676,قایق اسباب‌بازی قرمز متوسط,ماشین و رادیویی,ماشین ساده,قرمز,متوسط,زرافه,285416,408144,8,ماهان تویز,37,26
677,TOY-0677,قایق اسباب‌بازی سفید بزرگ,ماشین و رادیویی,هواپیما,سفید,بزرگ,دنیای اسباب‌بازی,305313,577041,10,دنیای شادی,39,11
678,TOY-0678,عروسک خرسی سبز کوچک,عروسک,پولیشی,سبز,کوچک,پلی‌تویز,320921,593703,5,پارس اسباب‌بازی,8,29
679,TOY-0679,ظروف مهمانی مشکی بزرگ,مهمانی و بادکنک,بادکنک,مشکی,بزرگ,شادی,905808,1730093,6,نوین تویز,45,16
680,TOY-0680,توپ فوتبال صورتی کوچک,بازی در فضای باز,اسکوتر,صورتی,کوچک,شادی,360193,716784,10,دنیای شادی,20,19
681,TOY-0681,چرتکه آموزشی مشکی بزرگ,فکری و آموزشی,بازی فکری,مشکی,بزرگ,دنیای اسباب‌بازی,306731,509173,8,ماهان تویز,15,16
682,TOY-0682,ظروف مهمانی چندرنگ بزرگ,مهمانی و بادکنک,بادکنک,چندرنگ,بزرگ,پاندورا,860025,1470642,3,بازی و شادی,9,18
683,TOY-0683,قایق اسباب‌بازی چندرنگ خانواده,ماشین و رادیویی,هواپیما,چندرنگ,خانواده,کیدزلند,836432,1472120,2,تویز لند,37,23
684,TOY-0684,ماشین فلزی مشکی بزرگ,ماشین و رادیویی,هواپیما,مشکی,بزرگ,آسمان,121041,236029,5,پارس اسباب‌بازی,8,5
685,TOY-0685,پازل چوبی مشکی خانواده,نوزاد و خردسال,موزیکال,مشکی,خانواده,زرافه,834408,1610407,3,بازی و شادی,5,10
686,TOY-0686,ماشین فلزی زرد بزرگ,ماشین و رادیویی,ماشین کنترلی,زرد,بزرگ,کیدزلند,531922,882990,4,کیان تویز,16,24
687,TOY-0687,ماشین کنترلی شارژی آبی کوچک,ماشین و رادیویی,قایق,آبی,کوچک,پاندورا,451558,839897,9,پویا تویز,45,21
688,TOY-0688,عروسک پولیشی نارنجی کوچک,عروسک,پارچه‌ای,نارنجی,کوچک,کیدزلند,895747,1495897,5,پارس اسباب‌بازی,44,23
689,TOY-0689,قایق اسباب‌بازی سفید متوسط,ماشین و رادیویی,ماشین کنترلی,سفید,متوسط,پلی‌تویز,642368,1130567,5,پارس اسباب‌بازی,33,21
690,TOY-0690,کلاه جشن تولد نارنجی متوسط,مهمانی و بادکنک,کلاه تولد,نارنجی,متوسط,تویز,260310,445130,1,اسباب‌بازی ایران,32,6
691,TOY-0691,ربات جنگجو بنفش بزرگ,اکشن فیگور,سرباز,بنفش,بزرگ,دنیای اسباب‌بازی,402975,681027,8,ماهان تویز,26,14
692,TOY-0692,ماشین سرعتی چندرنگ خانواده,ماشین و رادیویی,ماشین ساده,چندرنگ,خانواده,پیکولو,952015,1675546,7,آریا اسباب‌بازی,45,3
693,TOY-0693,استخر بادی نارنجی متوسط,بازی در فضای باز,اسکوتر,نارنجی,متوسط,کیدزلند,290890,477059,8,ماهان تویز,26,27
694,TOY-0694,استخر بادی سفید متوسط,بازی در فضای باز,اسکوتر,سفید,متوسط,آسمان,32833,46622,1,اسباب‌بازی ایران,10,28
695,TOY-0695,عروسک سخنگو سفید خانواده,عروسک,پلاستیکی,سفید,خانواده,دنیای اسباب‌بازی,910158,1401643,1,اسباب‌بازی ایران,46,3
696,TOY-0696,فشفشه قرمز خانواده,مهمانی و بادکنک,ظروف یکبارمصرف,قرمز,خانواده,آسمان,466951,784477,10,دنیای شادی,39,10
697,TOY-0697,پازل نقشه ایران مشکی متوسط,فکری و آموزشی,پازل,مشکی,متوسط,زرافه,485651,811037,9,پویا تویز,24,26
698,TOY-0698,عروسک پارچه‌ای سبز خانواده,نوزاد و خردسال,پازل چوبی,سبز,خانواده,زرافه,603141,1037402,4,کیان تویز,12,13
699,TOY-0699,استخر بادی زرد بزرگ,بازی در فضای باز,توپ,زرد,بزرگ,آسمان,848606,1332311,9,پویا تویز,43,23
700,TOY-0700,دوچرخه کودک آبی متوسط,بازی در فضای باز,استخر بادی,آبی,متوسط,فانتزی,455382,696734,5,پارس اسباب‌بازی,46,13
701,TOY-0701,لگو ماشین بنفش بزرگ,لگو و ساختنی,ماکت,بنفش,بزرگ,پیکولو,73056,114697,8,ماهان تویز,28,7
702,TOY-0702,پازل ۱۰۰ تکه سبز کوچک,فکری و آموزشی,وسایل آموزشی,سبز,کوچک,دنیای اسباب‌بازی,306025,578387,1,اسباب‌بازی ایران,25,21
703,TOY-0703,هواپیمای کنترلی سفید متوسط,ماشین و رادیویی,ماشین کنترلی,سفید,متوسط,پاندورا,883466,1537230,1,اسباب‌بازی ایران,43,15
704,TOY-0704,بازی فکری شطرنج قرمز خانواده,فکری و آموزشی,پازل,قرمز,خانواده,پلی‌تویز,685157,979774,6,نوین تویز,15,15
705,TOY-0705,پازل چوبی مشکی خانواده,نوزاد و خردسال,موزیکال,مشکی,خانواده,تویز,931543,1397314,6,نوین تویز,44,14
706,TOY-0706,لگو پلیس سفید خانواده,لگو و ساختنی,بلوک ساختمانی,سفید,خانواده,کیدزلند,737964,1424270,9,پویا تویز,49,14
707,TOY-0707,کلاه جشن تولد سفید خانواده,مهمانی و بادکنک,کلاه تولد,سفید,خانواده,تویز,684369,1081303,2,تویز لند,30,9
708,TOY-0708,کتاب قصه‌های کهن زرد کوچک,فکری و آموزشی,کتاب داستان,زرد,کوچک,پلی‌تویز,955412,1748403,8,ماهان تویز,29,29
709,TOY-0709,پازل سه‌بعدی برج صورتی بزرگ,لگو و ساختنی,بلوک ساختمانی,صورتی,بزرگ,شادی,32040,58633,3,بازی و شادی,27,19
710,TOY-0710,عروسک سخنگو بنفش بزرگ,عروسک,پارچه‌ای,بنفش,بزرگ,پلی‌تویز,615681,1114382,6,نوین تویز,6,6
711,TOY-0711,عروسک خرسی زرد خانواده,عروسک,پلاستیکی,زرد,خانواده,شادی,402323,671879,1,اسباب‌بازی ایران,22,7
712,TOY-0712,ماشین سرعتی آبی خانواده,ماشین و رادیویی,هواپیما,آبی,خانواده,پلی‌تویز,147394,243200,1,اسباب‌بازی ایران,24,19
713,TOY-0713,عروسک بامزی سبز بزرگ,عروسک,پولیشی,سبز,بزرگ,کیدزلند,98877,143371,4,کیان تویز,19,11
714,TOY-0714,ماشین کنترلی شارژی چندرنگ بزرگ,ماشین و رادیویی,قایق,چندرنگ,بزرگ,تویز,943473,1698251,1,اسباب‌بازی ایران,45,12
715,TOY-0715,فیگور شرک آبی متوسط,اکشن فیگور,ابرقهرمان,آبی,متوسط,پاندورا,381062,670669,4,کیان تویز,14,16
716,TOY-0716,ربات جنگجو زرد کوچک,اکشن فیگور,سرباز,زرد,کوچک,زرافه,647013,1261675,6,نوین تویز,43,5
717,TOY-0717,ماشین کنترلی شارژی بنفش خانواده,ماشین و رادیویی,هواپیما,بنفش,خانواده,دنیای اسباب‌بازی,732253,1076411,5,پارس اسباب‌بازی,6,8
718,TOY-0718,کاغذ رنگی سبز بزرگ,مهمانی و بادکنک,کلاه تولد,سبز,بزرگ,شادی,834147,1659952,8,ماهان تویز,6,19
719,TOY-0719,توپ فوتبال نارنجی متوسط,بازی در فضای باز,دوچرخه,نارنجی,متوسط,پاندورا,704035,1210940,5,پارس اسباب‌بازی,47,3
720,TOY-0720,استخر بادی قرمز خانواده,بازی در فضای باز,اسکوتر,قرمز,خانواده,فانتزی,111860,183450,1,اسباب‌بازی ایران,41,23
721,TOY-0721,سرباز اسباب‌بازی آبی خانواده,اکشن فیگور,ابرقهرمان,آبی,خانواده,پلی‌تویز,813781,1245084,9,پویا تویز,29,25
722,TOY-0722,کاغذ رنگی سفید بزرگ,مهمانی و بادکنک,کلاه تولد,سفید,بزرگ,زرافه,822221,1183998,6,نوین تویز,25,24
723,TOY-0723,لگو ماشین آبی کوچک,لگو و ساختنی,لگو,آبی,کوچک,فانتزی,856285,1404307,3,بازی و شادی,49,25
724,TOY-0724,عروسک خرسی بنفش متوسط,عروسک,پلاستیکی,بنفش,متوسط,کیدزلند,556258,1068015,1,اسباب‌بازی ایران,34,14
725,TOY-0725,دندانگیر چندرنگ بزرگ,نوزاد و خردسال,پازل چوبی,چندرنگ,بزرگ,تویز,804428,1520368,6,نوین تویز,32,14
726,TOY-0726,پازل ۱۰۰ تکه زرد خانواده,فکری و آموزشی,پازل,زرد,خانواده,کیدزلند,919136,1525765,8,ماهان تویز,44,13
727,TOY-0727,عروسک بامزی صورتی بزرگ,عروسک,فیگور,صورتی,بزرگ,تویز,594732,963465,10,دنیای شادی,40,3
728,TOY-0728,توپ فوتبال سفید کوچک,بازی در فضای باز,توپ,سفید,کوچک,پلی‌تویز,540038,923464,9,پویا تویز,32,7
729,TOY-0729,لگو آتش‌نشانی نارنجی خانواده,لگو و ساختنی,لگو,نارنجی,خانواده,پلی‌تویز,656368,938606,4,کیان تویز,5,3
730,TOY-0730,پازل نقشه ایران نارنجی خانواده,فکری و آموزشی,بازی فکری,نارنجی,خانواده,کیدزلند,948245,1517192,10,دنیای شادی,14,20
731,TOY-0731,ربات جنگجو آبی متوسط,اکشن فیگور,ربات,آبی,متوسط,فانتزی,647795,1036472,9,پویا تویز,35,29
732,TOY-0732,عروسک پارچه‌ای نارنجی خانواده,نوزاد و خردسال,موزیکال,نارنجی,خانواده,شادی,427340,679470,6,نوین تویز,42,7
733,TOY-0733,ربات جنگجو صورتی بزرگ,اکشن فیگور,سرباز,صورتی,بزرگ,پیکولو,545152,1041240,4,کیان تویز,16,8
734,TOY-0734,پازل نقشه ایران سفید بزرگ,فکری و آموزشی,کتاب داستان,سفید,بزرگ,پاندورا,470381,851389,8,ماهان تویز,49,20
735,TOY-0735,جغجغه سفید کوچک,نوزاد و خردسال,جغجغه,سفید,کوچک,دنیای اسباب‌بازی,501022,711451,3,بازی و شادی,7,13
736,TOY-0736,اسکوتر زرد متوسط,بازی در فضای باز,توپ,زرد,متوسط,شادی,161715,236103,1,اسباب‌بازی ایران,47,29
737,TOY-0737,توپ فوتبال قرمز خانواده,بازی در فضای باز,دوچرخه,قرمز,خانواده,شادی,185224,261165,3,بازی و شادی,19,23
738,TOY-0738,هواپیمای کنترلی چندرنگ متوسط,ماشین و رادیویی,هواپیما,چندرنگ,متوسط,پلی‌تویز,310567,602499,5,پارس اسباب‌بازی,41,12
739,TOY-0739,توپ بسکتبال صورتی متوسط,بازی در فضای باز,توپ,صورتی,متوسط,کیدزلند,393559,661179,6,نوین تویز,10,6
740,TOY-0740,ظروف مهمانی چندرنگ کوچک,مهمانی و بادکنک,کلاه تولد,چندرنگ,کوچک,پیکولو,995012,1721370,5,پارس اسباب‌بازی,33,15
741,TOY-0741,عروسک خرسی قرمز بزرگ,عروسک,پولیشی,قرمز,بزرگ,شادی,618671,921819,7,آریا اسباب‌بازی,21,15
742,TOY-0742,عروسک پارچه‌ای چندرنگ کوچک,نوزاد و خردسال,جغجغه,چندرنگ,کوچک,زرافه,971619,1807211,1,اسباب‌بازی ایران,9,7
743,TOY-0743,اسکوتر نارنجی متوسط,بازی در فضای باز,توپ,نارنجی,متوسط,شادی,493542,848892,9,پویا تویز,49,24
744,TOY-0744,پازل ۱۰۰ تکه صورتی خانواده,فکری و آموزشی,بازی فکری,صورتی,خانواده,پیکولو,269500,512050,10,دنیای شادی,7,12
745,TOY-0745,پازل سه‌بعدی برج سفید خانواده,لگو و ساختنی,بلوک ساختمانی,سفید,خانواده,فانتزی,832010,1522578,3,بازی و شادی,25,16
746,TOY-0746,ربات جنگجو چندرنگ کوچک,اکشن فیگور,شخصیت کارتونی,چندرنگ,کوچک,دنیای اسباب‌بازی,687065,1058080,7,آریا اسباب‌بازی,15,9
747,TOY-0747,استخر بادی نارنجی خانواده,بازی در فضای باز,توپ,نارنجی,خانواده,فانتزی,558482,837723,3,بازی و شادی,28,5
748,TOY-0748,ظروف مهمانی صورتی متوسط,مهمانی و بادکنک,کلاه تولد,صورتی,متوسط,دنیای اسباب‌بازی,176005,332649,10,دنیای شادی,40,21
749,TOY-0749,پازل ۱۰۰ تکه سفید خانواده,فکری و آموزشی,بازی فکری,سفید,خانواده,شادی,788916,1451605,10,دنیای شادی,22,10
750,TOY-0750,پازل سه‌بعدی برج صورتی بزرگ,لگو و ساختنی,لگو,صورتی,بزرگ,شادی,346048,650570,4,کیان تویز,23,7
751,TOY-0751,فیگور شرک قرمز بزرگ,اکشن فیگور,سرباز,قرمز,بزرگ,فانتزی,738893,1100950,6,نوین تویز,9,19
752,TOY-0752,ظروف مهمانی قرمز متوسط,مهمانی و بادکنک,کلاه تولد,قرمز,متوسط,پلی‌تویز,719558,1395942,6,نوین تویز,31,23
753,TOY-0753,ماشین کنترلی شارژی قرمز متوسط,ماشین و رادیویی,ماشین کنترلی,قرمز,متوسط,پیکولو,611146,983945,3,بازی و شادی,16,24
754,TOY-0754,اسکوتر آبی بزرگ,بازی در فضای باز,توپ,آبی,بزرگ,پاندورا,156732,293088,8,ماهان تویز,32,7
755,TOY-0755,عروسک باربی نارنجی متوسط,عروسک,فیگور,نارنجی,متوسط,پلی‌تویز,800384,1256602,9,پویا تویز,16,8
756,TOY-0756,توپ بسکتبال سبز کوچک,بازی در فضای باز,استخر بادی,سبز,کوچک,زرافه,174332,292877,10,دنیای شادی,48,14
757,TOY-0757,عروسک باربی قرمز بزرگ,عروسک,فیگور,قرمز,بزرگ,پلی‌تویز,761982,1295369,10,دنیای شادی,40,8
758,TOY-0758,استخر بادی قرمز کوچک,بازی در فضای باز,توپ,قرمز,کوچک,زرافه,536770,933979,5,پارس اسباب‌بازی,27,17
759,TOY-0759,فیگور مرد عنکبوتی سفید خانواده,اکشن فیگور,شخصیت کارتونی,سفید,خانواده,پلی‌تویز,617582,1204284,7,آریا اسباب‌بازی,21,21
